site,date,start_hour,value,variable,units,quality,prelim,met_source,obs_type,minutes,name 
5747,2019-01-01,0,86.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,1,88.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,2,90.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,3,93.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,4,95.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,5,92.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,6,86.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,7,60.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,8,58.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,9,35.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,10,27.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,11,23.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,12,21.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,13,19.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,14,20.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,15,22.0,RELHUM,Percent ( % ),1,,CIMIS,A60,0,Meloland 
5747,2019-01-01,16,35.0,RELHUM,Percent ( % ),1,,CIMIS,A60,0,Meloland 
5747,2019-01-01,17,34.0,RELHUM,Percent ( % ),1,,CIMIS,A60,0,Meloland 
5747,2019-01-01,19,40.0,RELHUM,Percent ( % ),1,,CIMIS,A60,0,Meloland 
5747,2019-01-01,20,40.0,RELHUM,Percent ( % ),1,,CIMIS,A60,0,Meloland 
5747,2019-01-01,21,33.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,22,39.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-01,23,42.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,0,47.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,1,58.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,2,55.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,3,53.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,4,55.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,5,58.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,6,67.0,RELHUM,Percent ( % ),1,,CIMIS,A60,0,Meloland 
5747,2019-01-02,7,64.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,8,46.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,9,25.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,10,17.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,11,15.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,12,14.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,13,13.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,14,12.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,15,14.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,16,18.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,17,30.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
5747,2019-01-02,18,30.0,RELHUM,Percent ( % ),0,,CIMIS,A60,0,Meloland 
