site,date,start_hour,value,variable,units,quality,prelim,name 
3135,2021-02-01,13,0.1690,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-01,14,0.2050,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-01,15,0.2780,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-01,16,0.2560,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-01,17,0.3720,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-01,18,0.5610,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-01,19,0.3640,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-01,20,0.3490,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-01,21,0.2950,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-01,22,0.2510,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-01,23,0.3510,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,0,0.3750,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,1,0.2980,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,2,0.2110,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,3,0.2060,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,5,0.2590,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,6,0.3850,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,7,0.5060,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,8,0.2980,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,9,0.1990,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,10,0.1920,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,11,0.1760,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,12,0.1670,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,13,0.1700,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,14,0.1780,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,15,0.1860,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,16,0.3350,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,17,0.4440,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,18,0.5840,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,19,0.9850,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,20,0.9250,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,21,0.5000,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,22,0.5650,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-02,23,0.4890,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,0,0.5380,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,1,0.7740,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,2,0.9730,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,3,1.3110,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,5,0.5730,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,6,1.1850,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,7,1.3210,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,8,1.1810,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,9,0.9160,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,10,0.3490,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,11,0.4400,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,12,0.2440,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,13,0.1220,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,14,0.1070,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,15,0.1160,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,16,0.1750,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,17,0.1490,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,18,0.1340,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,19,0.1270,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,20,0.1070,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,21,0.1450,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,22,0.1260,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-03,23,0.1110,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,0,0.1150,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,1,0.1110,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,2,0.1080,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,3,0.1760,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,5,0.2040,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,6,0.3470,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,7,0.2970,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,8,0.2620,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,9,0.1950,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,10,0.1700,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,11,0.1890,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,12,0.1530,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,13,0.1630,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,14,0.1770,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,15,0.2100,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,16,0.2010,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,17,0.2970,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,18,0.3790,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,19,0.2830,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,20,0.2700,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,21,0.3060,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,22,0.2930,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-04,23,0.3390,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,0,0.3220,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,1,0.4370,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,2,0.5130,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,3,0.3310,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,5,0.2260,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,6,0.3060,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,7,0.5000,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,8,0.2260,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,9,0.1840,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,10,0.1840,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,11,0.1570,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,12,0.1310,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,13,0.1330,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,14,0.1310,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,15,0.1370,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,16,0.1780,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,17,0.2470,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,18,0.8830,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,19,1.6070,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,20,1.8780,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,21,1.6640,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,22,3.3260,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-05,23,3.6390,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,0,3.5150,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,1,3.2890,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,2,3.1700,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,3,1.5250,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,5,0.4870,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,6,0.3090,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,7,0.3710,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,8,0.1700,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,9,0.1640,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,10,0.1520,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,11,0.1580,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,12,0.1270,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,13,0.1330,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,14,0.1360,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,15,0.1280,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,16,0.1270,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,17,0.2840,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,18,0.7370,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,19,1.1190,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,20,1.3670,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,21,2.2280,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,22,1.4100,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-06,23,1.3320,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,0,1.4580,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,1,1.3750,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,2,1.3160,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,3,1.5950,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,5,2.9320,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,6,3.7490,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,7,3.2990,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,8,2.6570,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,9,0.9590,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,10,0.2450,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,11,0.1460,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,12,0.1910,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,13,0.3070,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,14,0.2240,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,15,0.2060,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,16,0.2010,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,17,0.2700,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,18,0.5020,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,19,1.5010,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,20,1.4990,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,21,1.6980,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,22,1.4360,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-07,23,1.1980,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,0,1.1240,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,1,0.5490,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,2,0.3510,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,3,0.2770,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,5,0.5660,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,6,0.6150,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,7,0.6140,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,8,0.5970,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,9,0.4090,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,10,0.3310,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,11,0.2150,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,12,0.1790,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,13,0.1620,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,14,0.1460,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,15,0.1500,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,16,0.1740,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,17,0.2040,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,18,0.2860,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,19,0.3060,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,20,0.3400,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,21,0.3490,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,22,0.3630,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-08,23,0.3120,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,0,0.2740,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,1,0.2510,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,2,0.2900,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,3,0.3650,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,5,0.5800,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,6,0.4140,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,7,0.4370,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,8,0.5530,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,9,0.5870,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,10,0.3110,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,11,0.2790,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,12,0.3920,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,13,0.3740,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,14,0.3260,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,15,0.2330,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,16,0.2750,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,17,0.3650,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,18,0.3430,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,19,0.5820,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,20,0.4770,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,21,0.2150,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,22,0.2470,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-09,23,0.2170,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,0,0.1830,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,1,0.1690,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,2,0.1720,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,3,0.1790,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,5,0.4040,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,6,0.2790,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,7,0.2570,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,8,0.2210,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,9,0.2200,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,10,0.2150,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,11,0.2010,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,12,0.2070,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,13,0.1950,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,14,0.2100,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,15,0.1730,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,16,0.1800,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,17,0.2360,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,18,0.6330,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,19,1.0610,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,20,1.5280,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,21,2.2090,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,22,2.0000,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-10,23,0.6390,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,0,0.1480,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,1,0.1380,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,2,0.1450,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,3,0.2080,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,5,0.8440,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,6,1.0920,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,7,0.9660,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,8,0.3690,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,9,0.1680,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,10,0.1420,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,11,0.1570,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,12,0.1500,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,13,0.1670,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,14,0.1710,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,15,0.2380,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,16,0.2600,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,17,0.3910,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,18,0.6160,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,19,0.6960,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,20,0.7700,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,21,1.0170,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,22,0.5400,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-11,23,0.3370,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,0,0.1380,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,1,0.2990,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,2,0.4000,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,3,0.3580,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,5,0.1580,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,6,0.1810,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,7,0.1170,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,8,0.1110,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,9,0.1150,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,10,0.1120,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,11,0.1260,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,12,0.1150,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,13,0.1100,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,14,0.1300,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,15,0.1350,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,16,0.1500,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,17,0.1520,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,18,0.1730,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,19,0.1890,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,20,0.1660,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,21,0.1900,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,22,0.2090,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-12,23,0.2570,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,0,0.4050,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,1,0.2310,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,2,0.1780,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,3,0.1410,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,5,0.3600,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,6,0.5880,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,7,0.6810,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,8,0.5990,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,9,0.6150,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,10,0.2260,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,11,0.2060,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,12,0.2120,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,13,0.1370,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,14,0.1330,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,15,0.1290,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,16,0.1370,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,17,0.1390,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,18,0.1490,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,19,0.1330,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,20,0.1300,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
3135,2021-02-13,21,0.1250,CO,Parts Per Million ( ppm ),,,Calexico-Ethel Street 
